Region_CN	Region_EN	T20191231	T20200111	T20200112	T20200113	T20200114	T20200115	T20200116	T20200117	T20200118	T20200119	T20200120	T20200121	T20200122	T20200123	T20200124	T20200125	T20200126	T20200127	T20200128	T20200129	T20200130	T20200131	T20200201	T20200202	T20200203	T20200204	T20200205	T20200206	T20200207	T20200208	T20200209	T20200210	T20200211	T20200212	T20200213	T20200214	T20200215	T20200216	T20200217	T20200218	T20200219	T20200220	T20200221	T20200222	T20200223	T20200224	T20200225	T20200226	T20200227	T20200228	T20200229	T20200301	T20200302	T20200303	T20200304	T20200305	T20200306	T20200307	T20200308	T20200309	T20200310	T20200311	T20200312	T20200313	T20200314	T20200315	T20200316	T20200317	T20200318	T20200319	T20200320	T20200321	T20200322	T20200323	T20200324	T20200325	T20200326	T20200327	T20200328	T20200329	T20200330	T20200331	T20200401	T20200402	T20200403	T20200404	T20200405	T20200406	T20200407	T20200408	T20200409	T20200410	T20200411	T20200412	T20200413	T20200414	T20200415	T20200416	T20200417	T20200418	T20200419	T20200420	T20200421	T20200422	T20200423	T20200424	T20200425
阿尔巴尼亚	Albania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	15	33	33	38	42	42	55	55	55	70	76	76	104	123	146	186	197	197	197	223	243	277	304	333	361	361	383	400	409	416	416	446	467	475	494	518	539	548	562	584	609	634	663	678	678
阿尔及利亚	Algeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	17	17	17	19	19	19	20	25	26	37	48	54	60	67	75	90	102	139	230	230	264	302	367	409	454	511	584	716	847	986	1171	1251	1320	1423	1468	1572	1666	1761	1825	1914	1983	2070	2160	2268	2418	2534	2629	2718	2811	2910	3007	3127
阿富汗	Afghanistan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	5	7	7	7	10	16	21	22	22	22	24	24	34	42	42	74	84	95	117	117	145	174	196	239	273	299	337	367	423	444	484	521	521	607	665	714	784	840	906	933	993	1026	1092	1176	1279	1330	1463
阿根廷	Argentina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	8	9	12	17	19	19	31	34	45	45	65	65	97	128	158	225	225	301	387	502	589	690	745	745	966	1054	1133	1265	1353	1451	1554	1628	1715	1795	1894	1975	2142	2208	2277	2443	2571	2669	2758	2839	2941	3031	3144	3288	3435	3607
阿克罗蒂里和德克利亚	Akrotiri and Dhekelia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阿拉伯联合酋长国	United Arab Emirates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	5	5	5	5	5	5	7	7	7	8	8	8	8	8	8	9	9	9	9	9	11	11	11	13	13	13	19	21	21	21	21	27	28	28	45	45	45	74	74	74	85	85	86	98	98	113	140	140	153	153	198	198	333	333	333	468	468	611	664	664	814	1024	1505	1505	2076	2076	2659	2659	2990	3736	3736	4123	4521	4933	5365	5825	5825	6781	7265	7755	8238	8756	8756	9281
阿鲁巴	Aruba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	19	19	19	19	19	19	19	19	19	19	19	19	19	19	86	86	86	86	93	93	96	93	93	93	93	93	93	93
阿曼	Oman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	6	6	6	6	12	12	16	16	16	16	16	16	18	18	19	20	21	22	24	33	39	39	52	55	66	84	99	109	131	152	167	179	192	210	231	252	277	298	331	371	419	457	484	484	599	727	813	910	1019	1069	1180	1266	1410	1508	1614	1716	1790	1905
阿塞拜疆	Azerbaijan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	11	13	15	19	19	23	25	25	25	25	25	44	53	72	72	93	93	122	165	182	209	273	298	400	443	521	584	641	717	822	926	926	991	1098	1148	1197	1253	1253	1283	1373	1398	1436	1480	1518	1548	1592	1617
埃及	Egypt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	14	15	33	59	59	59	67	80	93	110	126	166	196	210	256	285	294	327	366	442	456	495	536	576	609	656	710	779	865	985	1070	1173	1322	1450	1560	1699	1794	1939	2065	2190	2350	2505	2673	2844	3032	3144	3333	3490	3659	3891	4092
埃塞俄比亚	Ethiopia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	5	6	6	9	9	12	11	12	12	12	16	16	16	23	25	29	29	35	38	43	43	52	55	56	65	65	71	74	82	85	92	96	105	108	111	114	116	116	117	122
爱尔兰	Ireland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	6	13	18	19	24	24	34	43	70	90	129	169	223	292	366	557	683	785	906	1125	1329	1564	1819	2121	2415	2615	2910	3235	3447	3849	4273	4604	4994	5364	5709	6074	6574	8089	8928	9655	10647	11479	12547	13271	13648	14758	15251	15652	16040	16671	17607	18184
爱沙尼亚	Estonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	5	10	10	10	12	13	16	17	68	135	171	205	225	258	267	283	306	352	352	369	404	538	575	640	640	745	779	858	961	1018	1097	1108	1149	1185	1185	1207	1258	1309	1332	1373	1400	1434	1459	1512	1528	1535	1552	1559	1592	1605	1635
安道尔	Andorra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	15	15	54	75	88	114	133	164	185	220	263	267	308	308	370	390	390	428	466	501	526	545	564	583	601	601	638	646	646	673	673	696	704	704	713	717	717	723	723	723
安哥拉	Angola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	7	7	7	8	8	8	10	14	16	17	19	19	19	19	19	19	19	19	19	19	24	24	24	24	25	25	25
安圭拉岛	Anguilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
安提瓜和巴布达	Antigua and Barbuda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	7	7	7	7	7	7	7	15	19	19	19	19	21	23	23	23	23	23	23	23	23	23	24	24	24	24
奥地利	Austria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	5	5	10	14	16	24	40	41	55	79	131	157	182	246	361	504	674	860	1016	1332	1646	2196	2649	2714	3611	4486	4876	6001	6398	7964	8536	9377	9974	10501	10927	11251	11781	11920	12206	12519	12881	13138	13494	13776	13945	14013	14159	14321	14412	14553	14671	14696	14795	14873	14925	15002	15071	15148
奥兰群岛	Aland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
澳大利亚	Australia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	5	6	7	8	11	11	11	12	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	23	23	23	24	25	28	29	40	41	53	60	64	74	83	101	117	144	144	236	272	368	449	513	636	877	1051	1098	1709	1823	2423	2799	3166	3635	3980	4245	4559	4864	5133	5330	5550	5687	5797	5895	6013	6108	6204	6292	6317	6359	6494	6494	6494	6522	6565	6586	6619	6625	6647	6660	6667	6677
巴巴多斯	Barbados	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	18	18	18	34	34	34	34	45	46	34	60	63	63	66	66	68	71	72	73	75	75	75	75	75	75	75	76	76	77
巴布亚新几内亚	Papua New Guinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	7	7	7	7	7	8	8	8	8
巴哈马	Bahamas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	14	14	14	14	14	14	14	33	36	40	41	41	46	47	49	49	53	53	55	55	60	60	65	70	72	73
巴基斯坦	Pakistan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	4	5	5	5	6	6	6	16	16	18	18	20	29	53	137	184	237	301	448	510	730	799	892	998	1016	1179	1408	1526	1625	1865	2071	2291	2450	2708	3123	3658	4004	4183	4457	4601	4892	5170	5374	5837	5988	6919	7268	7638	7993	8418	9216	9749	10811	11155	12227
巴拉圭	Paraguay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	6	6	6	6	6	6	6	18	22	22	22	37	37	41	41	41	41	65	65	65	65	96	104	113	115	119	124	129	129	134	147	159	161	174	199	202	206	208	208	213	213	220	223
巴勒斯坦	Palestine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	19	19	19	30	30	31	35	35	35	35	41	44	47	48	59	59	59	60	64	84	91	104	106	115	134	134	160	210	226	252	260	263	263	263	263	268	290	308	308	374	402	418	431	449	461	474	480	480	484
巴林	Bahrain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	26	33	36	41	41	47	47	47	47	56	56	77	109	109	109	195	210	211	214	221	237	256	269	285	306	334	339	391	419	457	466	473	499	515	567	569	635	672	688	698	723	811	821	855	913	1016	1087	1348	1522	1671	1698	1700	1767	1873	1895	1952	2009	2098	2217	2588
巴拿马	Panama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	11	27	36	43	43	69	86	86	86	200	245	245	245	443	558	674	786	901	989	1075	1075	1317	1475	1673	1801	1988	2100	2249	2528	2752	2974	3234	3400	3472	3574	3751	4016	4210	4273	4467	4658	4821	4992	5166	538
巴西	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	2	3	8	13	19	25	25	34	52	77	98	151	200	234	291	514	621	904	1128	1546	1891	2201	2433	2915	3477	3904	4330	4681	5812	6988	8066	9216	10431	11298	12240	14152	16238	18176	19943	20984	22318	23955	25758	29015	30891	67446	36925	39144	40814	43592	46348	50512	54043
白俄罗斯	Belarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	4	4	6	6	6	6	9	9	9	12	12	27	27	27	27	51	69	69	69	81	81	86	86	86	86	86	86	152	163	254	351	440	562	700	860	1066	1066	1981	2226	2578	2919	3281	3728	4204	4779	4779	4779	6264	6264	7281	8022	8773	9590
百慕大	Bermuda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
保加利亚	Bulgaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	7	23	30	36	51	51	81	92	107	127	163	187	201	218	242	264	313	313	313	359	399	449	477	503	531	531	565	581	611	635	648	669	676	713	735	783	825	865	884	929	966	1015	1081	1171	1234
北马里亚纳群岛	Northern Mariana Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
北塞浦路斯	Northern Cyprus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
贝宁	Benin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	5	5	5	5	6	6	6	6	6	13	13	16	16	22	26	26	26	26	26	35	35	35	35	35	35	35	35	54	54	54	54	54	54
比利时	Belgium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	8	13	13	50	109	109	169	239	239	267	399	556	689	886	1085	1243	1243	1243	2257	2815	3401	3743	4262	4937	6235	7284	9134	10836	11899	12775	13964	15348	16770	18431	19961	20814	22194	23403	24983	26667	28018	29647	30789	31119	33573	34809	36138	37183	38496	39983	40956	41889	42797	44293	45327
冰岛	Iceland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	9	14	34	34	45	50	60	60	69	90	109	128	156	177	180	220	220	330	409	473	568	588	648	739	802	936	963	1020	1086	1220	1319	1319	1417	1486	1526	1586	1586	1616	1648	1675	1701	1701	1711	1720	1727	1739	1760	1760	1773	1778	1785	1789	1789	1790
波兰	Poland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	6	17	18	22	31	51	68	104	125	187	238	238	355	425	563	634	749	901	901	1221	1389	1717	1905	2215	2347	2633	3149	3503	3834	4201	4532	5000	5341	5742	6088	6356	6674	7049	7408	7771	8214	8563	9082	9453	9737	10034	10346	10759	11067
波斯尼亚和黑塞哥维那	Bosnia and Herzegovina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	5	7	11	13	13	21	24	24	24	24	64	64	93	93	131	131	176	176	192	230	324	368	409	490	543	617	654	674	754	777	804	858	935	1000	1030	1083	1110	1167	1199	1285	1285	1309	1342	1368	1413	1421	1486
玻利维亚	Bolivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	10	10	10	10	10	10	10	10	10	10	10	39	39	39	39	39	97	97	97	97	139	157	183	194	210	264	268	268	300	330	354	397	441	465	493	520	564	598	609	672	703	703
伯利兹	Belize	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	3	3	3	3	3	3	3	7	7	8	10	10	13	14	18	18	18	18	18	18	18	18	28	18	18	18
博茨瓦纳	Botswana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	4	4	4	4	6	6	13	13	13	13	13	13	13	15	15	20	20	20	20	20	22	22	22
博内尔、新尤斯特歇斯和萨巴	Bonaire, Sint Eustatius and Saba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
不丹	Bhutan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	7	7	7
布基纳法索	Burkina Faso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	15	15	20	20	20	40	40	40	114	114	146	152	180	207	222	246	261	288	288	302	318	345	364	384	414	443	443	484	497	515	528	542	546	557	565	576	581	600	609	616	629
布隆迪	Burundi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	6	6	6	11	11	11	11
布韦特岛	Bouvet Island	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0
朝鲜	North Korea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0
赤道几内亚	Equatorial Guinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	4	6	6	6	9	9	9	11	12	13	13	14	14	14	14	14	16	16	16	16	16	18	18	18	21	21	21	41	51	51	79	79	79	79	83	84	84	214
丹麦	Denmark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	4	6	10	15	20	23	27	59	113	262	514	785	801	827	898	914	977	1057	1226	1255	1326	1450	1577	1591	1724	1877	2200	2564	2733	2994	3092	3542	3861	4077	4561	4841	5173	5581	5830	6014	6191	6369	6513	6691	6876	7074	7268	7437	7580	7711	7891	8108	8271	8408	8643
德国	Germany	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	6	7	10	10	12	12	12	13	13	13	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	21	25	45	66	117	130	196	240	349	578	687	847	1139	1296	1524	2078	3117	3117	5426	6672	7272	10082	12327	17653	20581	23921	27181	31370	36589	39572	45023	53340	58247	63929	67051	74508	80641	85063	92150	96092	100186	104050	109329	113945	118856	122852	126366	128666	131074	133314	134753	138733	142283	144348	146551	147593	149358	151456	153758	155931
东帝汶	Timor-Leste	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	2	2	4	6	8	18	18	18	19	22	63	63	63	63	63
多哥	Togo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	9	16	16	16	16	16	16	16	24	24	30	34	34	39	39	41	44	52	58	65	73	76	76	76	77	77	81	81	83	84	84	84	84	88	88	90	96
多米尼加	Dominica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	21	21	22	34	34	34	34	34	34	34	34	34	34	859	901	1284	1284	1380	1488	1745	1745	1828	1956	2111	2349	2620	2759	2967	3167	3286	3614	3755	4126	4335	4680	4964	5044	5300	5543	5749
俄罗斯	Russia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	8	8	10	10	10	20	28	45	47	63	93	93	147	199	253	306	306	438	498	658	840	1036	1264	1539	1836	2337	2777	3548	4149	4731	5389	6343	7497	8672	10301	11917	13584	15770	18328	21102	24490	27938	32008	36793	42853	47121	52763	57999	62773	68622	74588
厄瓜多尔	Ecuador	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	7	10	13	13	13	13	13	15	15	15	23	23	23	58	111	155	260	367	367	367	367	367	367	1382	1627	1823	1924	1966	2240	2758	3163	3368	3465	3646	3747	3995	4450	4965	7161	7257	7466	7529	7603	7858	8225	8450	9022	9468	10128	10398	10850	22160	22719
